path,class_raw,label,crop,split
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\d2a4d03b-3234-4ce5-9fcb-3d6e5fddae51___NREC_B.Spot 1894.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\d2b4564a-7428-4f27-ae26-d30c9d013cd8___JR_B.Spot 8917.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B.Spot 9251.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B.Spot 3132.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot 9055.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\01dfb88b-cd5a-420c-b163-51f5fe07b74d___JR_B.Spot 9091.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\3d6a3d51-8a9f-42ff-b4bf-299778c3e0a8___JR_B.Spot 3184.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\94c2cf91-17c3-4ee1-b8f2-b20103e1c14f___NREC_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\c9c9c8b5-11a8-4553-9a37-c78f218dba2b___JR_B.Spot 8984.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\f37ef7e1-bc3f-4247-8d4d-d9c76caa5ebb___JR_B.Spot 3340.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\cd7b99bc-2c7f-48ac-b799-bc04f5c78277___NREC_B.Spot 1863.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\87606a4a-7b9b-404f-af47-2cd43498d8a2___NREC_B.Spot 1924.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\e90ac690-4fbd-4ded-94f2-af7373479164___JR_B.Spot 8931.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\0ce74db6-be9b-4c43-a104-6a3f9bcd2de2___NREC_B.Spot 1827.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\505ac655-cca9-479c-8a2f-35a01b9030cf___JR_B.Spot 8836.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot 3295.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\cef63924-0e7e-4df3-9b8c-bdc80f3215f2___JR_B.Spot 3376.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\538ad66b-39cb-4972-8ad7-8ebf1964f782___JR_B.Spot 9001.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\447735c7-b650-4ef6-a53b-8fb661470de3___JR_B.Spot 3370.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\bac5f227-64b0-4064-9716-611dd35c2897___JR_B.Spot 3103.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\caa7bde5-3d2d-484c-8c71-607b4b1041f8___JR_B.Spot 8870.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\ff81e22a-09bf-49bd-b45a-c75606cd113b___NREC_B.Spot 1811.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\e230f529-47b2-4841-9b10-2447be1b31da___NREC_B.Spot 9118.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\c58bfb5a-ed87-4ff7-85f6-b262cd2e77fc___JR_B.Spot 3224.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\6cb54c8d-be3e-48d1-a6ac-08eeb93d6201___JR_B.Spot 3401.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\0719e8e8-c1ae-4d5a-b29c-dbadc36d13f3___NREC_B.Spot 1947.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\4c34e3ed-523a-414d-b28d-52078277cb67___NREC_B.Spot 9174.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\3af826c4-e8d8-472f-b4cf-d1a34bc2cd35___NREC_B.Spot 9051.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b6f44b41-cb67-47be-9cf5-958c517ff465___JR_B.Spot 9100.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\ca89aafd-ce2f-4eaf-96ab-362bf91311b9___JR_B.Spot 8883.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\d6ec81e9-4a00-4b62-9e45-0d4fde6a5c68___NREC_B.Spot 1850.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\3df25df9-50f7-4430-8853-0ab2d3ca2579___JR_B.Spot 9083.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\58e3b37c-5192-4a03-9f8a-da00330c529a___NREC_B.Spot 9237.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\c8e7747f-2f09-4cd3-851d-3d5c852c55a6___NREC_B.Spot 1823.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\e348be18-797b-48ab-856a-3e58bde6c874___JR_B.Spot 3229.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\a72dbf23-65d1-40c6-a7bc-82caed00c6d3___JR_B.Spot 3333.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\73ef1d83-6ac0-4955-938a-fca94432814b___JR_B.Spot 3148.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\bd4af3cd-1124-4b3e-b5b9-c58ab11266b6___JR_B.Spot 9013.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\f176a365-b5f0-4b3f-a4bc-d4d2c705b29e___JR_B.Spot 3263.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\7f07dc8d-dc42-4b4a-89a8-f2d2e10bdba7___NREC_B.Spot 9167.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\96f532cf-0f68-421f-824e-4bc6e1dc6925___JR_B.Spot 3168.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\50d0c9c6-94ad-46aa-a94f-5a595eb65998___NREC_B.Spot 1946.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\e4e7e5a2-5aa1-4378-833d-9142358c7c9b___JR_B.Spot 9092.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\7b3f55a2-eeeb-4a88-98dd-f065ea4a777f___JR_B.Spot 3212.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\6b70a53a-c5b9-47bc-8cb6-5b848a01af0b___NREC_B.Spot 1929.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\48a7cf31-19e0-45ba-89c1-7887afa0bdd4___JR_B.Spot 9095.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\da357d28-8de5-4d71-9c44-3a5ea8dbb476___NREC_B.Spot 1910.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot 9041.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\7342a0fb-dccd-40c6-875a-0fcf3986f112___NREC_B.Spot 1824.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\9be6504b-0be3-4169-80dd-139f579504a3___JR_B.Spot 8963.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b810580c-a559-4c50-8378-0ec894de8a36___NREC_B.Spot 1838.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\ebe12503-1abc-4e09-9eee-3180b67c29f4___JR_B.Spot 8849.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b0ad5e4c-522c-4215-897e-39fec504c1a6___JR_B.Spot 8840.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\fd674a82-dd98-419b-998c-48e43bfcbf1f___NREC_B.Spot 1900.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\539b8a7d-f257-49ff-81b8-76f39b5ac752___NREC_B.Spot 1805.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot 8977.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b3f8b650-0da5-4882-afe9-92ba8ec734ca___JR_B.Spot 3100.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\51f564c9-28a3-4352-960c-9d88445d36d9___NREC_B.Spot 1794.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b766708d-5d33-4034-afc8-fbf9ffece733___JR_B.Spot 9037.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\7d70e888-152f-46ae-8ce9-f838195b881f___NREC_B.Spot 1935.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot 9173.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\3ddc56a6-7b13-43ae-841a-c6f6818d001b___JR_B.Spot 3190.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b34f18ca-799f-42bb-abbb-f1e19aa6521f___NREC_B.Spot 1944.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\697e19e9-b11b-4bc8-884b-e25d432b90f6___NREC_B.Spot 9206.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot 9222.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\c6fce723-0700-4184-9444-b570dd4263f5___NREC_B.Spot 1837.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\57d9d6f1-8f81-4b5b-8985-c82b136a6c4c___JR_B.Spot 8846.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot 8967.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\0abffc81-6be8-4b17-a83c-4d2830e30382___JR_B.Spot 9076.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\6e698a9c-27ae-4ebb-a041-c8f06a69d664___JR_B.Spot 3133.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot 3342.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\ceaabee8-4555-498b-a7ba-b5f96c4cfdcc___JR_B.Spot 3160.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot 3321.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot 9111.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,test
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\c91abd9b-94e4-401a-893d-a93956048f54___JR_B.Spot 3124.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\a6ca6ad0-b6d5-45b6-977a-243c5d5e7404___JR_B.Spot 3366.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,train
C:\storage\zee\projects\Karunya\data\raw\PlantVillage\Pepper__bell___Bacterial_spot\eeb59903-65af-4d9f-9ab9-ec6725aa3a39___JR_B.Spot 3359.JPG,Pepper__bell___Bacterial_spot,Pepper bell | Bacterial spot,Pepper,val
