day,soil,stage,soil_vwc_pct,soil_temp_c,air_temp_c,humidity_pct,rain_24h_mm,rain_forecast_mm,et0_mm,kc,days_since_irrigation,soil_sandy,soil_loamy,soil_clayey,taw_mm,raw_mm,depletion_mm,policy_irrigate,irrigate,depth_mm,root_depth_m,etc_mm,est_taw_mm,est_raw_mm,est_depletion_mm,depletion_ratio,projected_deficit_mm,projected_deficit_ratio,forecast_adj_ratio
1459,clayey,mid,36.69778806548051,16.742590765011514,20.537273168705287,59.04017089057601,0.0,0.0,3.326693246889027,1.15,5,0,0,1,120.0,54.0,16.647597536763314,0,0,0.0,0.8,3.825697233922381,120.0,54.0,10.417695476155941,0.1929202865954804,14.243392710078322,0.2637665316681171,0.2637665316681171
1832,loamy,initial,23.560831552814278,18.06959603331754,18.881229979842217,77.93361828448828,11.463468729817023,0.0,2.221801112640985,0.6,8,0,1,0,35.0,19.25,12.008111940889755,0,0,0.0,0.25,1.333080667584591,35.0,19.25,11.097921117964308,0.5765153827513926,0.9675330557318755,0.05026145744061691,0.05026145744061691
1652,sandy,late,16.245236756850773,34.77340100934612,35.06320646529517,70.01468709408404,6.450636696428165,7.676377507480465,4.133830632007038,0.85,21,1,0,0,90.0,54.0,0.0,0,0,0.0,1.0,3.5137560372059826,90.0,54.0,0.0,0.0,-2.9368806592221826,-0.05438667887448486,-0.1965418179019009
79,sandy,mid,15.001895698518098,25.642428258587877,24.878145304885624,63.34539466035178,3.3270350380450586,13.944579333936872,3.877661012728723,1.15,10,1,0,0,72.0,43.199999999999996,0.0,0,0,0.0,0.8,4.4593101646380315,72.0,43.199999999999996,7.984834411855224,0.18483412990405612,9.117109538448195,0.21104420227889342,-0.11174698600668234
964,sandy,late,15.063329450725496,32.458866336765674,32.642677658092104,76.54976962570238,13.130442698064702,6.56980696258006,5.015369046373574,0.85,21,1,0,0,90.0,54.0,0.0,0,0,0.0,1.0,4.263063689417538,90.0,54.0,9.366705492745043,0.1734575091249082,0.49932648409787816,0.0092467867425533,-0.11241630515707744
926,sandy,mid,15.143815020102947,33.877991021819874,33.66006035908767,84.50180831232808,10.059228137477794,0.5162805066105037,4.3422049365857,1.15,9,1,0,0,72.0,43.199999999999996,0.0,0,0,0.0,0.8,4.993535677073555,72.0,43.199999999999996,6.849479839176431,0.15855277405501,1.7837873787721925,0.04129137450861557,0.029340436855594648
794,sandy,mid,13.545153972080051,21.696273512487814,20.613991171922777,67.9989006635579,11.066270996941286,0.0,3.5226627943930096,1.15,3,1,0,0,72.0,43.199999999999996,17.254866190566055,0,0,0.0,0.8,4.051062213551961,72.0,43.199999999999996,19.638768223359595,0.45460111628147215,12.62355943997027,0.2922120240733859,0.2922120240733859
1379,loamy,late,25.89556727634868,26.477847894138186,27.683915499872136,58.874410519993575,0.0,0.0,5.299331587732157,0.85,21,0,1,0,140.0,77.0,18.889305522677084,0,0,0.0,1.0,4.504431849572333,140.0,77.0,21.044327236513226,0.2733029511235484,25.54875908608556,0.33180206605305923,0.33180206605305923
1164,loamy,development,27.105709299460273,23.799848081361393,25.844860419457095,57.167425261734564,0.0,0.0,5.685127783242709,0.9,2,0,1,0,63.0,34.650000000000006,3.980308314362442,0,0,0.0,0.45,5.1166150049184385,63.0,34.650000000000006,4.024308152428782,0.11614164942074405,9.14092315734722,0.26380730612834685,0.26380730612834685
657,clayey,late,37.347285597231156,27.913123454305047,29.743622703639502,48.81457131645949,0.0,0.0,5.392011098747167,0.85,9,0,0,1,150.0,67.5,14.453858534109607,0,0,0.0,1.0,4.5832094339350915,150.0,67.5,6.527144027688447,0.09669843003982884,11.11035346162354,0.16459782906108947,0.16459782906108947
1311,loamy,mid,25.660583768201445,30.443911072768742,31.72020706148068,55.70967763037365,0.0,0.0,6.388983672679771,1.15,2,0,1,0,112.0,61.60000000000001,12.278287143030052,0,0,0.0,0.8,7.347331223581736,112.0,61.60000000000001,18.715329854388465,0.3038202898439685,26.0626610779702,0.42309514736964604,0.42309514736964604
1934,loamy,late,26.809594631212697,26.923300132642783,28.230070128025332,60.19499562407452,0.0,0.0,5.295323368317594,0.85,1,0,1,0,140.0,77.0,11.624347745407057,0,0,0.0,1.0,4.501024863069955,140.0,77.0,11.904053687873063,0.1545980998425073,16.405078550943017,0.21305296819406516,0.21305296819406516
1074,sandy,mid,13.487899208453436,20.261860658801552,21.158691150050526,46.79817566790929,0.0,0.0,4.197390032197237,1.15,4,1,0,0,72.0,43.199999999999996,17.530651137855383,1,1,26.303117264567298,0.8,4.826998537026823,72.0,43.199999999999996,20.09680633237252,0.465203850286401,24.92380486939934,0.5769399275323922,0.5769399275323922
840,clayey,initial,32.475060843059666,27.455144329289197,30.052576866328295,61.126110743282176,0.0,0.0,6.282143467153485,0.6,7,0,0,1,37.5,16.875,15.616045152183549,1,1,22.806272038206636,0.25,3.769286080292091,37.5,16.875,13.812347892350834,0.8185095047319013,17.581633972642926,1.0418746057862476,1.0418746057862476
183,clayey,development,39.17678844155124,31.63629742030927,35.97940344029456,69.68703021935205,12.0,13.970185533105422,5.296710306813968,0.9,21,0,0,1,67.5,30.375,2.2274305588214736,0,0,0.0,0.45,4.7670392761325715,67.5,30.375,0.0,0.0,-7.2329607238674285,-0.23812216374872192,-0.6980459673077481
24,loamy,development,28.10338554643822,16.974129315463983,17.956424155551595,64.27219806805125,0.0,0.0,3.7110162336855614,0.9,0,0,1,0,63.0,34.650000000000006,0.0,0,0,0.0,0.45,3.339914610317005,63.0,34.650000000000006,0.0,0.0,3.339914610317005,0.0963900320437808,0.0963900320437808
1677,clayey,harvest,34.50729725897731,31.041519221904075,33.09274467527696,40.698549124548975,0.0,0.0,6.677546704217522,0.7,21,0,0,1,150.0,67.5,25.243225531608505,0,0,0.0,1.0,4.674282692952265,150.0,67.5,34.927027410226906,0.5174374431144727,39.60131010317917,0.5866860756026544,0.5866860756026544
634,clayey,mid,34.65821596888703,28.284964599524145,29.70406320205323,53.71322418326844,0.0,0.0,5.1206927028277205,1.15,4,0,0,1,120.0,54.0,23.679339637613577,1,1,34.78604264219465,0.8,5.888796608251878,120.0,54.0,26.734272248903768,0.49507911572044017,32.623068857155644,0.6041309047621416,0.6041309047621416
1745,sandy,mid,13.634480328809296,25.8428489706358,26.60560692883867,56.04736263066418,0.0,0.0,5.318819909323896,1.15,5,1,0,0,72.0,43.199999999999996,17.69106125383957,1,1,28.00906370536712,0.8,6.11664289572248,72.0,43.199999999999996,18.92415736952564,0.43805919836864915,25.040800265248123,0.5796481542881511,0.5796481542881511
1143,loamy,development,24.9633541992155,22.937222382038087,23.902711005607703,67.24808353260944,0.0,0.0,4.976009403540312,0.9,4,0,1,0,63.0,34.650000000000006,15.284606027414553,1,1,23.2506052830598,0.45,4.47840846318628,63.0,34.650000000000006,13.664906103530257,0.3943695845174677,18.143314566716537,0.5236165820120212,0.5236165820120212
1263,loamy,initial,27.14979077684548,29.54069865497565,31.99826640658785,64.9023508759206,18.8394099382793,29.055380134070457,4.045250799720824,0.6,5,0,1,0,35.0,19.25,0.0,0,0,0.0,0.25,2.4271504798324943,35.0,19.25,2.125523057886297,0.11041678222785958,-14.286736400560509,-0.742168124704442,-1.2421681247044418
1121,loamy,initial,27.704330526594358,22.358877126847478,23.762771138489796,53.8478153821673,0.0,0.0,4.479646896916624,0.6,0,0,1,0,35.0,19.25,0.0,0,0,0.0,0.25,2.6877881381499744,35.0,19.25,0.739173683514116,0.03839863290982421,3.4269618216640905,0.17802399073579692,0.17802399073579692
1451,sandy,mid,13.184998104955001,24.806063945080222,23.435452910725196,48.943288339790165,0.0,0.0,4.0620957877905735,1.15,8,1,0,0,72.0,43.199999999999996,15.621109969506701,0,0,0.0,0.8,4.671410155959159,72.0,43.199999999999996,22.52001516036,0.5212966472305556,27.191425316319158,0.6294311415814621,0.6294311415814621
439,sandy,initial,16.650994650779573,23.14899317206945,25.89312758042997,58.318621799529005,0.0,0.0,4.715604178195907,0.6,12,1,0,0,22.5,13.5,0.5650158690774203,0,0,0.0,0.25,2.829362506917544,22.5,13.5,0.0,0.0,2.829362506917544,0.20958240791981808,0.20958240791981808
1316,loamy,mid,24.673942246393665,31.596725896583916,32.52009120523611,76.58285840226262,1.0056517137057854,4.9706600468878674,4.177592662627337,1.15,7,0,1,0,112.0,61.60000000000001,18.242867872676687,0,0,0.0,0.8,4.804231562021437,112.0,61.60000000000001,26.6084620288507,0.4319555524164074,30.407041877166353,0.4936208096942589,0.41292827646555974
543,clayey,late,35.7424592787219,31.61435502737705,34.22795650181724,49.74448746464148,0.0,0.0,6.438223347057975,0.85,15,0,0,1,150.0,67.5,20.061772926790248,0,0,0.0,1.0,5.472489844999279,150.0,67.5,22.575407212780952,0.3344504772263845,28.047897057780233,0.41552440085600345,0.41552440085600345
981,loamy,initial,26.238192224676876,32.334421342471714,34.81868144181859,64.82831880924184,13.282267492122667,0.0,4.715812465338092,0.6,0,0,1,0,35.0,19.25,0.0,0,0,0.0,0.25,2.829487479202855,35.0,19.25,4.404519438307816,0.22880620458741904,-6.048260574611996,-0.3141953545252985,-0.3141953545252985
80,loamy,mid,25.23066815902003,29.40162333290531,30.323231282787443,65.00554114784151,11.710639597457781,1.7311488785427687,3.3679234162858642,1.15,3,0,1,0,112.0,61.60000000000001,12.26733123958536,0,0,0.0,0.8,3.8731119287287434,112.0,61.60000000000001,22.154654727839773,0.3596534858415547,14.317127059110735,0.23242089381673267,0.20431782760662281
20,clayey,development,34.94428775034322,20.500506999223273,23.490735588810814,57.8785487383243,0.0,0.0,3.852324803468329,0.9,3,0,0,1,67.5,30.375,7.7557686499239775,0,0,0.0,0.45,3.4670923231214963,67.5,30.375,13.7507051234555,0.45269811106026336,17.217797446576995,0.5668410682000656,0.5668410682000656
1454,sandy,mid,14.998670854441697,25.046969962998983,25.244193021345055,51.10364134778461,0.0,0.0,3.9577807377635748,1.15,1,1,0,0,72.0,43.199999999999996,3.895444770042209,0,0,0.0,0.8,4.5514478484281105,72.0,43.199999999999996,8.010633164466418,0.18543132325153747,12.562081012894527,0.2907889123355215,0.2907889123355215
254,sandy,late,15.219042199188154,29.539330852791736,30.69382459708738,66.60989120444442,8.236195550552566,0.0,3.7473812535237405,0.85,6,1,0,0,90.0,54.0,0.0,0,0,0.0,1.0,3.185274065495179,90.0,54.0,7.809578008118462,0.1446218149651567,2.7586565230610756,0.051086231908538435,0.051086231908538435
465,sandy,development,14.962859789748624,24.981830286241117,26.66983486930741,57.054207127705546,0.0,0.0,5.911946127673352,0.9,0,1,0,0,40.5,24.3,0.0,0,0,0.0,0.45,5.320751514906017,40.5,24.3,4.667130946131199,0.19206300189840325,9.987882461037216,0.41102396959000886,0.41102396959000886
117,loamy,late,27.93698946755954,24.388757250715933,26.7487017727328,77.33535654660486,7.260465363703164,1.7727775849258243,3.3916172285188346,0.85,10,0,1,0,140.0,77.0,10.825928069211127,0,0,0.0,1.0,2.882874644241009,140.0,77.0,0.6301053244046617,0.008183186031229374,-3.7474853950574936,-0.048668641494253165,-0.07169172701277036
506,sandy,mid,15.67228678534154,34.686725121423265,36.409190146259384,59.636806778970104,7.217257881076091,4.603086264246357,4.460829746670599,1.15,14,1,0,0,72.0,43.199999999999996,0.0,0,0,0.0,0.8,5.1299542086711885,72.0,43.199999999999996,2.621705717267675,0.06068763234415915,0.5344020448627722,0.012370417705156764,-0.09418250507832372
271,clayey,harvest,35.17957916938296,25.337357964917192,27.728799713672814,70.73298811737557,3.4486269040027313,0.0,4.1316191125823085,0.7,4,0,0,1,150.0,67.5,18.457693936928884,0,0,0.0,1.0,2.892133378807616,150.0,67.5,28.204208306170376,0.41784012305437596,27.647714780975264,0.40959577453296686,0.40959577453296686
288,clayey,initial,37.25465817659651,19.90195071580258,22.984891518421776,56.386117982495904,0.0,0.0,3.999466115628552,0.6,3,0,0,1,37.5,16.875,0.0,0,0,0.0,0.25,2.399679669377131,37.5,16.875,1.8633545585087368,0.1104210108745918,4.263034227885868,0.25262425054138476,0.25262425054138476
213,clayey,mid,37.02155582385119,31.466702527730085,33.94287270856254,84.95492863298509,5.771281565006332,9.521979789743666,4.0207155077234935,1.15,21,0,0,1,120.0,54.0,4.340947193482672,0,0,0.0,0.8,4.623822833882017,120.0,54.0,7.827553409190502,0.14495469276278708,6.6800946780661885,0.12370545700122572,-0.052627502068101434
233,sandy,mid,16.535430388687782,35.41688041702034,35.18880442447217,36.048317446673195,0.0,0.0,6.2676557185433825,1.15,3,1,0,0,72.0,43.199999999999996,0.0,0,0,0.0,0.8,7.207804076324889,72.0,43.199999999999996,0.0,0.0,7.207804076324889,0.16684731658159466,0.16684731658159466
